cnpj;dt_abertura;de_cnae_principal;de_ramo_atividade;de_setor;endereco_municipio;endereco_uf;endereco_regiao;situacao_cadastral;empresa_porte;optante_simples;optante_simei;nivel_atividade;saude_tributaria
14470604000106;2011-10-17;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;LONDRINA;PR;SUL;ATIVA;;;;;
29967753000152;2018-03-16;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;VAREJO;COMERCIO;SANTAREM;PA;NORTE;ATIVA;;;;;
30073141000103;2018-03-29;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMERCIO;PINDAMONHANGABA;SP;SUDESTE;ATIVA;;;;;
46697633000100;2022-06-07;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
13328525000364;2013-08-26;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;MACEIO;AL;NORDESTE;ATIVA;;;;;
40267765000107;2021-01-05;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
09545794000143;2008-05-07;ALUGUEL DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;MARINGA;PR;SUL;ATIVA;;;;;
17412254000110;2013-01-15;CULTIVO DE MILHO;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;VARGEM GRANDE DO SUL;SP;SUDESTE;ATIVA;;;;;
26491580000150;2016-11-07;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
34061190000179;2019-06-28;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;LAGOA DA PRATA;MG;SUDESTE;ATIVA;;;;;
45901333000120;2022-04-04;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
09512078000160;2008-02-08;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO;QUIMICA-PETROQUIMICA;INDUSTRIA;SAO JOSE DA LAPA;MG;SUDESTE;ATIVA;;;;;
46502186000188;2022-05-23;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;CACHOEIRO DE ITAPEMIRIM;ES;SUDESTE;ATIVA;;;;;
39363145000192;2020-10-08;CURSOS PREPARATORIOS PARA CONCURSOS;SERVICOS DE EDUCACAO;SERVICOS;PETROPOLIS;RJ;SUDESTE;ATIVA;;;;;
44753938000158;2022-01-05;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;OTACILIO COSTA;SC;SUL;ATIVA;;;;;
44306166000106;2021-11-19;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;SAO CAETANO DO SUL;SP;SUDESTE;ATIVA;;;;;
38172160000190;2020-08-20;ATIVIDADES VETERINARIAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
46731288000175;2022-06-09;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;RIO VERDE;GO;CENTRO-OESTE;ATIVA;;;;;
40909171000152;2021-02-19;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;CRAVINHOS;SP;SUDESTE;ATIVA;;;;;
40931542000100;2021-02-22;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;MAGE;RJ;SUDESTE;ATIVA;;;;;
40522692000152;2021-01-22;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;PELOTAS;RS;SUL;ATIVA;;;;;
44842667000107;2022-01-12;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;RIBEIRAO PRETO;SP;SUDESTE;ATIVA;;;;;
41792141000171;2021-05-03;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;VAREJO;COMERCIO;TAILANDIA;PA;NORTE;ATIVA;;;;;
33919681000145;2019-06-13;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;APARECIDA DE GOIANIA;GO;CENTRO-OESTE;ATIVA;;;;;
28723098000124;2017-09-25;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;VAREJO;COMERCIO;VITORIA DA CONQUISTA;BA;NORDESTE;ATIVA;;;;;
34589636000132;2019-08-20;MANUTENCAO E REPARACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;LINS;SP;SUDESTE;ATIVA;;;;;
17429010000735;1998-02-11;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
47902025000144;2022-09-10;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
44276649000105;2021-11-17;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;BENS DE CAPITAL;SERVICOS;JABOATAO DOS GUARARAPES;PE;NORDESTE;ATIVA;;;;;
22271028000104;2015-04-16;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;SAPE;PB;NORDESTE;ATIVA;;;;;
31592233000154;2018-09-24;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;TEIXEIRA DE FREITAS;BA;NORDESTE;ATIVA;;;;;
47938941000134;2022-09-13;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
38708624000130;1990-07-27;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;ITAUNA;MG;SUDESTE;ATIVA;;;;;
27802348000159;2017-05-23;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;IRECE;BA;NORDESTE;ATIVA;;;;;
47163743000146;2022-07-15;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;ITABORAI;RJ;SUDESTE;ATIVA;;;;;
41319612000129;2021-03-23;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SAO DOMINGOS DO PRATA;MG;SUDESTE;ATIVA;;;;;
43206643000107;2021-08-20;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;TAQUARIVAI;SP;SUDESTE;ATIVA;;;;;
44933618000180;2022-01-19;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
27803847000160;2017-05-24;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;BELEM;PA;NORTE;ATIVA;;;;;
42143358000113;2021-05-31;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;PALMAS;TO;NORTE;ATIVA;;;;;
42391088000160;2021-06-18;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SIDERURGICA-METALURGIA;INDUSTRIA;CHAPECO;SC;SUL;ATIVA;;;;;
29891341000186;2018-03-09;COMPRA E VENDA DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;DIVINOPOLIS;MG;SUDESTE;ATIVA;;;;;
60746948542861;2009-02-09;BANCOS MULTIPLOS COM CARTEIRA COMERCIAL;BENS DE CAPITAL;SERVICOS;JAU DO TOCANTINS;TO;NORTE;ATIVA;;;;;
43404721000170;2021-09-03;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
47618747000171;2022-08-04;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;AGUAS LINDAS DE GOIAS;GO;CENTRO-OESTE;ATIVA;;;;;
44050925000201;2021-10-27;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS;ATACADO;COMERCIO;VITORIA DA CONQUISTA;BA;NORDESTE;ATIVA;;;;;
19882103000150;2014-03-14;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA A INDUSTRIA TEXTIL DO VESTUARIO DO COURO E CALCADOS;SERVICOS DIVERSOS;SERVICOS;MANHUACU;MG;SUDESTE;ATIVA;;;;;
11543390000162;2010-02-11;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CURVELO;MG;SUDESTE;ATIVA;;;;;
48038917000101;2022-09-21;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;IPIXUNA;AM;NORTE;ATIVA;;;;;
47984353000137;2022-09-16;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;PINDARE MIRIM;MA;NORDESTE;ATIVA;;;;;
32525188000188;2019-01-22;COMERCIO VAREJISTA DE CARNES ACOUGUES;VAREJO;COMERCIO;PARA DE MINAS;MG;SUDESTE;ATIVA;;;;;
48008237000145;2022-09-20;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;ARAGARCAS;GO;CENTRO-OESTE;ATIVA;;;;;
47437758000155;2022-08-05;ATIVIDADES DE ATENDIMENTO EM PRONTO SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGENCIAS;SERVICOS DE SAUDE;SERVICOS;VOLTA REDONDA;RJ;SUDESTE;ATIVA;;;;;
42918684000155;2021-07-29;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
44194178000196;2021-11-10;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;SAO JOSE DO RIO PRETO;SP;SUDESTE;ATIVA;;;;;
42945759000197;2021-08-02;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
44293972000197;2021-11-18;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
37839362000180;1993-06-07;HOTEIS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;BOM JESUS DE GOIAS;GO;CENTRO-OESTE;ATIVA;;;;;
12957958000154;2010-10-08;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;RIBEIRAO PIRES;SP;SUDESTE;ATIVA;;;;;
47550448000142;2022-08-12;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;PALMAS;TO;NORTE;ATIVA;;;;;
21101963000151;2014-09-24;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SIDERURGICA-METALURGIA;INDUSTRIA;BENTO GONCALVES;RS;SUL;ATIVA;;;;;
19024941000355;2020-10-08;CULTIVO DE CANA DE ACUCAR;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;ITUVERAVA;SP;SUDESTE;ATIVA;;;;;
24699816000113;2016-05-02;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
30649563000176;2018-06-07;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;BOM DESPACHO;MG;SUDESTE;ATIVA;;;;;
35802975000118;2019-12-17;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;PASSOS;MG;SUDESTE;ATIVA;;;;;
07016131000106;2004-07-15;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
00831155000170;1995-09-20;FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE;SIDERURGICA-METALURGIA;INDUSTRIA;SANTOS;SP;SUDESTE;ATIVA;;;;;
17606045000107;2013-02-20;SERVICO DE TAXI;TRANSPORTE;SERVICOS;ITAPECERICA DA SERRA;SP;SUDESTE;ATIVA;;;;;
14729186000129;2011-01-28;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;BARIRI;SP;SUDESTE;ATIVA;;;;;
16968256000127;2012-10-05;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SOROCABA;SP;SUDESTE;ATIVA;;;;;
46571053000163;2022-05-27;ENVASAMENTO E EMPACOTAMENTO SOB CONTRATO;SERVICOS ADMINISTRATIVOS;SERVICOS;PIRAPORA;MG;SUDESTE;ATIVA;;;;;
45050666000192;2022-01-28;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;ARACATUBA;SP;SUDESTE;ATIVA;;;;;
45833622000139;2022-03-29;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SINOP;MT;CENTRO-OESTE;ATIVA;;;;;
47385113000116;2022-08-02;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
45333102000167;2022-02-17;COMERCIO A VAREJO DE PNEUMATICOS E CAMARAS DE AR DISPENSADA;VAREJO;COMERCIO;ARENAPOLIS;MT;CENTRO-OESTE;ATIVA;;;;;
20546464000105;2014-06-30;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;PATO BRANCO;PR;SUL;ATIVA;;;;;
30559961000100;2018-05-25;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SANTANA DA BOA VISTA;RS;SUL;ATIVA;;;;;
45380139000146;2022-02-21;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;CALDAS NOVAS;GO;CENTRO-OESTE;ATIVA;;;;;
91691212000118;1973-09-17;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA USO PESSOAL E DOMESTICO;QUIMICA-PETROQUIMICA;INDUSTRIA;NOVO HAMBURGO;RS;SUL;ATIVA;;;;;
40147992000107;2020-12-17;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;TRES CORACOES;MG;SUDESTE;ATIVA;;;;;
33179707000166;2019-03-28;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;FOZ DO IGUACU;PR;SUL;ATIVA;;;;;
33843290000194;2019-06-05;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;MOGI DAS CRUZES;SP;SUDESTE;ATIVA;;;;;
43788514000166;2021-10-06;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMERCIO;MARCIONILIO SOUZA;BA;NORDESTE;ATIVA;;;;;
36017545000158;2020-01-15;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;PORTO ALEGRE;RS;SUL;ATIVA;;;;;
32362356000161;2019-01-06;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
43951976000152;2021-10-21;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;TEOFILO OTONI;MG;SUDESTE;ATIVA;;;;;
38491287000172;2020-09-16;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
27492987000165;2017-04-07;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;SINOP;MT;CENTRO-OESTE;ATIVA;;;;;
35208967000148;2019-10-16;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;SANTO ANDRE;SP;SUDESTE;ATIVA;;;;;
13794443000143;2011-06-10;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BLUMENAU;SC;SUL;ATIVA;;;;;
44653592000116;2021-12-21;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;SABARA;MG;SUDESTE;ATIVA;;;;;
27001584000176;2017-02-01;ATIVIDADES DE PSICOLOGIA E PSICANALISE;SERVICOS DE SAUDE;SERVICOS;INDAIATUBA;SP;SUDESTE;ATIVA;;;;;
14010181000141;2011-06-22;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;VAREJO;COMERCIO;BARUERI;SP;SUDESTE;ATIVA;;;;;
26886113000120;2017-01-17;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;NOVA PRATA DO IGUACU;PR;SUL;ATIVA;;;;;
30183876000181;2018-04-12;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;BENS DE CAPITAL;SERVICOS;SANTOS;SP;SUDESTE;ATIVA;;;;;
27947393000100;2017-06-09;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;INDAIAL;SC;SUL;ATIVA;;;;;
45658610000115;2022-03-15;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
44001202000123;2021-10-25;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
18994994000174;2013-10-02;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;VOLTA REDONDA;RJ;SUDESTE;ATIVA;;;;;
43870929000184;2021-10-14;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS COM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;LIMEIRA;SP;SUDESTE;ATIVA;;;;;
29982369000129;2018-03-20;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;SAO LEOPOLDO;RS;SUL;ATIVA;;;;;
33631468000133;2019-05-15;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS NOVOS;VAREJO;COMERCIO;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
40215011000103;2020-12-29;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
40770213000117;2021-02-09;AGENCIAS DE VIAGENS;SERVICOS ADMINISTRATIVOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
42262472000162;2021-06-09;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS EQUIPAMENTOS EMBARCACOES E AERONAVES;ATACADO;COMERCIO;PONTA GROSSA;PR;SUL;ATIVA;;;;;
33434285000128;2019-04-23;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;MANAUS;AM;NORTE;ATIVA;;;;;
03892658000143;2000-03-16;ALUGUEL DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
36430066000169;2020-02-19;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;PIRACICABA;SP;SUDESTE;ATIVA;;;;;
43276530000170;2021-08-25;MANUTENCAO E REPARACAO DE EQUIPAMENTOS HIDRAULICOS E PNEUMATICOS EXCETO VALVULAS;SERVICOS DIVERSOS;SERVICOS;SANTO ANDRE;SP;SUDESTE;ATIVA;;;;;
27108010000100;2017-02-14;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;VAREJO;COMERCIO;SANTO ANDRE;SP;SUDESTE;ATIVA;;;;;
08983948000116;2007-08-10;ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO;BENS DE CONSUMO;INDUSTRIA;TRES COROAS;RS;SUL;ATIVA;;;;;
30386303000155;2018-05-07;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;MORRINHOS;GO;CENTRO-OESTE;ATIVA;;;;;
24752893000190;2016-05-09;FABRICACAO DE CONSERVAS DE FRUTAS;BENS DE CONSUMO;INDUSTRIA;SOROCABA;SP;SUDESTE;ATIVA;;;;;
42060077000105;2021-05-24;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
47327050000141;2022-07-28;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;SOROCABA;SP;SUDESTE;ATIVA;;;;;
09060964021601;2020-07-08;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
41158500000133;2021-03-10;PROMOCAO DE VENDAS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;TERESINA;PI;NORDESTE;ATIVA;;;;;
21787673000103;2015-01-30;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;BENS DE CAPITAL;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
35943733000144;2020-01-09;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;CINZA
43662156000140;2021-09-27;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;CAMPO GRANDE;MS;CENTRO-OESTE;ATIVA;;;;;
45488488000186;2022-03-02;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
11162896000121;2009-09-21;OBRAS DE TERRAPLENAGEM;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;OURO VERDE DE MINAS;MG;SUDESTE;ATIVA;;;;;
43599956000164;2021-09-21;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;NILOPOLIS;RJ;SUDESTE;ATIVA;;;;;
42320414000148;2021-06-14;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
41873028000110;2021-05-08;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;GUARULHOS;SP;SUDESTE;ATIVA;;;;;
32957296000120;2019-03-07;ATIVIDADES DE CONDICIONAMENTO FISICO;SERVICOS DIVERSOS;SERVICOS;MACEIO;AL;NORDESTE;ATIVA;;;;;
27835951000137;2017-05-29;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
38461717000103;2020-09-15;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;BRAGANCA PAULISTA;SP;SUDESTE;ATIVA;;;;;
45695992000157;2022-03-17;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;MARINGA;PR;SUL;ATIVA;;;;;
43723901000114;2021-09-30;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
36826563000180;2020-03-31;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO FRANCISCO DE ITABAPOANA;RJ;SUDESTE;ATIVA;;;;;
40432371000167;2021-01-18;EDICAO DE JORNAIS NAO DIARIOS;TELECOM;SERVICOS;CANOAS;RS;SUL;ATIVA;;;;;
42854262000163;2021-07-25;SERVICOS DE REBOQUE DE VEICULOS;TRANSPORTE;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
